,titles,ratings,reviews,dates,replies,reply_dates,combined_reviews,clean_BE,clean_PD,clean_DM,clean_AS,has_respond
1122,certaines caissière parle sèchement,1,"Je dépose mes articles caisse numéro 2 au lidl chamboeuf (42), là au bout de 3/4 min la caissière nous dit sèchement que la caisse est fermé ce n'est pas grave nous n'avions pas vu avec la cliente derrière moi.
Mais c'est le ton sec et désagréable qu'a pris la caissière et la manière de nous le dire qui n'est pas normal et nous en avons discuté avec la cliente derrière moi qui a le même avis, heureusement la caissière numéro 1 était très agréable.
Il y a plusieurs personnels dans ce magasin qui avec leur réponse agresse le personnel, il leur faut une formation maintenant pour savoir répondre simplement sans agressé les gens, heureusement ce n'est pas général mais cela m'incite certaines fois à aller faire mes courses à un autre lidl où le personnel est mieux bienveillant",2021-04-10T09:49:16.000Z,,,"certaines caissière parle sèchement Je dépose mes articles caisse numéro 2 au lidl chamboeuf (42), là au bout de 3/4 min la caissière nous dit sèchement que la caisse est fermé ce n'est pas grave nous n'avions pas vu avec la cliente derrière moi.
Mais c'est le ton sec et désagréable qu'a pris la caissière et la manière de nous le dire qui n'est pas normal et nous en avons discuté avec la cliente derrière moi qui a le même avis, heureusement la caissière numéro 1 était très agréable.
Il y a plusieurs personnels dans ce magasin qui avec leur réponse agresse le personnel, il leur faut une formation maintenant pour savoir répondre simplement sans agressé les gens, heureusement ce n'est pas général mais cela m'incite certaines fois à aller faire mes courses à un autre lidl où le personnel est mieux bienveillant",1,0,0,0,0
1123,pas de sav,1,"pas de sav, lidl dégringole dans la satisfaction consommateur, il faut boycotter et le faire savoir
JBarthelemy",2021-04-09T07:19:15.000Z,,,"pas de sav pas de sav, lidl dégringole dans la satisfaction consommateur, il faut boycotter et le faire savoir
JBarthelemy",0,1,0,1,0
1124,Dépôt de plainte,1,"Avec près de 70 % de clients mécontent de lidl, il serait bon de former un collectif ou une association, comme ""Les clients mécontents de lidl"" par exemple, et déposer plainte contre cette société qui bafoue les client. Qui m'aime me suive !!!",2021-04-09T03:45:05.000Z,,,"Dépôt de plainte Avec près de 70 % de clients mécontent de lidl, il serait bon de former un collectif ou une association, comme ""Les clients mécontents de lidl"" par exemple, et déposer plainte contre cette société qui bafoue les client. Qui m'aime me suive !!!",1,0,0,0,0
1125,Si vous achetez un produit électrique…,1,"Si vous achetez un produit électrique chez lid’l il n’y a aucune garantie.
Le sav ne répond jamais aux mails et aucune autre réponse par tel.
Priez pour que votre produit ne tombe pas en panne.
Je vais avertir le service des consommateurs car je ne suis le seul dans ce cas.
Inadmissible pour un groupe allemand",2021-04-08T20:20:09.000Z,,,"Si vous achetez un produit électrique… Si vous achetez un produit électrique chez lid’l il n’y a aucune garantie.
Le sav ne répond jamais aux mails et aucune autre réponse par tel.
Priez pour que votre produit ne tombe pas en panne.
Je vais avertir le service des consommateurs car je ne suis le seul dans ce cas.
Inadmissible pour un groupe allemand",0,0,0,1,0
1126,Tres déçu de lidl a aire sur la lys,1,Tres déçu de lidl a aire sur la lys. Fraises pourries en barquette. Fruits et legumes pas frais. C'est honteux. Pas tres aimable la responsable. J irais chez aldi dorenavant. Faire un controle d hygiène serai le bienvenu,2021-04-08T17:19:15.000Z,,,Tres déçu de lidl a aire sur la lys Tres déçu de lidl a aire sur la lys. Fraises pourries en barquette. Fruits et legumes pas frais. C'est honteux. Pas tres aimable la responsable. J irais chez aldi dorenavant. Faire un controle d hygiène serai le bienvenu,0,1,0,0,0
1127,Le caissiers(res) ne portent pas le…,1,"Le caissiers(res) ne portent pas le masque correctement, les clients non plus et personne ne leur dit rien. Et on passe plus de temps à la caisse pour faire sas courses. Quant aux légumes frais livrés tous les jours, j'en doute vu les salades toutes fripéees aujourd'hui.",2021-04-08T14:22:18.000Z,,,"Le caissiers(res) ne portent pas le… Le caissiers(res) ne portent pas le masque correctement, les clients non plus et personne ne leur dit rien. Et on passe plus de temps à la caisse pour faire sas courses. Quant aux légumes frais livrés tous les jours, j'en doute vu les salades toutes fripéees aujourd'hui.",1,0,0,0,0
1128,Très déçue de LIDL Cesson St Brieuc,1,"Très déçue de LIDL Cesson St Brieuc, j'ai attendu avant d'écrire cet avis, pas de bonjour, pas de merci, pas de regard, que ce soit les hôtesses de caisse, les responsables de magasin. Malgré tout ce qui se passe actuellement, ils ont la chance de travailler et je pense qu'ils ne se rendent pas compte de cette chance. Des réflexions devant les autres clients en caisse, suite à un retour article ce jour, nous sommes des clients et on doit nous respecter comme je  respecte les employés (es) de ce magasin. Que font les responsables de ce magasin, est ce qu'ils connaissent leur rôle de manager ?   je pense qu'ils ont besoin d'une formation poussée.
Désolée de cet avis, mais je ne peux pas me taire. Beaucoup trop déçue et je n'ai pas à subir les réflexions de ces hôtesses de caisse. Même avec le masque, on devrait deviner le sourire, mais !!!!!!!
Dommage, car vous avez des supers produits avec une bonne publicité à l'appui.",2021-04-07T19:51:55.000Z,,,"Très déçue de LIDL Cesson St Brieuc Très déçue de LIDL Cesson St Brieuc, j'ai attendu avant d'écrire cet avis, pas de bonjour, pas de merci, pas de regard, que ce soit les hôtesses de caisse, les responsables de magasin. Malgré tout ce qui se passe actuellement, ils ont la chance de travailler et je pense qu'ils ne se rendent pas compte de cette chance. Des réflexions devant les autres clients en caisse, suite à un retour article ce jour, nous sommes des clients et on doit nous respecter comme je  respecte les employés (es) de ce magasin. Que font les responsables de ce magasin, est ce qu'ils connaissent leur rôle de manager ?   je pense qu'ils ont besoin d'une formation poussée.
Désolée de cet avis, mais je ne peux pas me taire. Beaucoup trop déçue et je n'ai pas à subir les réflexions de ces hôtesses de caisse. Même avec le masque, on devrait deviner le sourire, mais !!!!!!!
Dommage, car vous avez des supers produits avec une bonne publicité à l'appui.",1,0,0,0,0
1129,Litige SAV,1,"Dossier SAV ouvert depuis le 15 décembre pour un nettoyeur haute pression défectueux à sa mise en service, nous sommes le 07 Avril, et malgré toutes mes relances, on me dit que peut-être l’échange devrait se faire ce mois ci après presque 4 mois. Que penser?",2021-04-07T15:52:12.000Z,,,"Litige SAV Dossier SAV ouvert depuis le 15 décembre pour un nettoyeur haute pression défectueux à sa mise en service, nous sommes le 07 Avril, et malgré toutes mes relances, on me dit que peut-être l’échange devrait se faire ce mois ci après presque 4 mois. Que penser?",0,0,0,1,0
1130,visite au lidl de Cergy-Puiseux cet…,1,"visite au lidl de Cergy-Puiseux cet près midi . Des queues invraisemblables aux caisses ,dont une sur deux étaient fermées !!! Une jeune fille avec UN ARTICLE s'est faite refoulée devant nous ,""allez aux caisses rapides"" ,hors là aussi ,la queue atteignait le milieu du magasin ! . Il est coutumier des ces queues très longues ,malgré les demandes. TRES PENIBLE !!!",2021-04-07T15:12:45.000Z,,,"visite au lidl de Cergy-Puiseux cet… visite au lidl de Cergy-Puiseux cet près midi . Des queues invraisemblables aux caisses ,dont une sur deux étaient fermées !!! Une jeune fille avec UN ARTICLE s'est faite refoulée devant nous ,""allez aux caisses rapides"" ,hors là aussi ,la queue atteignait le milieu du magasin ! . Il est coutumier des ces queues très longues ,malgré les demandes. TRES PENIBLE !!!",1,0,0,0,0
1131,J’étais au Lidl de Martillac c’était la…,5,"J’étais au Lidl de Martillac c’était la première fois que j’y allé. J’ai été bluffé par la qualité du magasin, propre, bien rangé. J’y reviendrais.",2021-04-07T13:03:56.000Z,,,"J’étais au Lidl de Martillac c’était la… J’étais au Lidl de Martillac c’était la première fois que j’y allé. J’ai été bluffé par la qualité du magasin, propre, bien rangé. J’y reviendrais.",1,0,0,0,0
1132,Aujourd’hui à merignac,2,"Aujourd’hui à merignac. Comme le prix manquait pour les blancs de poireaux, je demande poliment à un employé au même rayon de m’en donner le prix. Sans me regarder ni lever les yeux de ses affiches, il me répond « bonjour » je lui ai rétorqué que je lui avais dit bonjour. D’un ton rogue, il m’a communiqué le prix. 
La caissière impolie également car ma carte bancaire sans contact ne passant pas elle m’ a asséné qu’il fallait la poser exactement sur le sigle. 
En revanche, une jeune fille mettant en rayon a répondu fort aimablement à mes demandes.
1/3 agréable, accueil globalement déplorable.",2021-04-07T09:32:25.000Z,,,"Aujourd’hui à merignac Aujourd’hui à merignac. Comme le prix manquait pour les blancs de poireaux, je demande poliment à un employé au même rayon de m’en donner le prix. Sans me regarder ni lever les yeux de ses affiches, il me répond « bonjour » je lui ai rétorqué que je lui avais dit bonjour. D’un ton rogue, il m’a communiqué le prix. 
La caissière impolie également car ma carte bancaire sans contact ne passant pas elle m’ a asséné qu’il fallait la poser exactement sur le sigle. 
En revanche, une jeune fille mettant en rayon a répondu fort aimablement à mes demandes.
1/3 agréable, accueil globalement déplorable.",1,0,0,0,0
1133,lidl de Françin 73800,1,"lidl de Françin 73800, Très déçu, très mauvais accueil, impoli; on vous fait comprendre que vous êtes de trop en tant que client.
devant la caisse on vous fait attendre car le personnel discute. 
hygiène douteuse, pourquoi n'y a t il pas de contrôle..
je suis très déçu,",2021-04-07T08:14:20.000Z,,,"lidl de Françin 73800 lidl de Françin 73800, Très déçu, très mauvais accueil, impoli; on vous fait comprendre que vous êtes de trop en tant que client.
devant la caisse on vous fait attendre car le personnel discute. 
hygiène douteuse, pourquoi n'y a t il pas de contrôle..
je suis très déçu,",1,0,0,0,0
1134,Plus de 750 fruits et légumes chez lidl…,1,Plus de 750 fruits et légumes chez lidl !? Peut être mais D'ESPAGNE !!!,2021-04-06T19:07:16.000Z,,,Plus de 750 fruits et légumes chez lidl… Plus de 750 fruits et légumes chez lidl !? Peut être mais D'ESPAGNE !!!,0,1,0,0,0
1135,Je suis très déçue par un nouveau Lidl…,1,"Je suis très déçue par un nouveau Lidl qui vient d'ouvrir à Poussan (34). Celui-ci est mal tenu et ne correspondant absolument pas au concept et à la publicité de lidl. En effet les légumes sont vieux, fanés. Dernièrement j'ai dû jeter une barquette entière de carottes qui étaient toutes pourries. J'ai voulu refaire l'expérience afin de voir si cela était exceptionnel, et bien non pas de suivi des fruits et légumes. Je n'y retournerai plus",2021-04-06T13:23:50.000Z,,,"Je suis très déçue par un nouveau Lidl… Je suis très déçue par un nouveau Lidl qui vient d'ouvrir à Poussan (34). Celui-ci est mal tenu et ne correspondant absolument pas au concept et à la publicité de lidl. En effet les légumes sont vieux, fanés. Dernièrement j'ai dû jeter une barquette entière de carottes qui étaient toutes pourries. J'ai voulu refaire l'expérience afin de voir si cela était exceptionnel, et bien non pas de suivi des fruits et légumes. Je n'y retournerai plus",1,0,0,0,0
1136,Bonjour pas de réponse du sav pour garantie appareil en panne,1,"Bonjour, suite a plusieurs mails au sav Lidl concernant un appareil en panne sous garantie, pas de réponses de leurs part et impossible de les contacter.
Donc je vais porter plainte car pas d'autre solutions",2021-04-06T09:31:12.000Z,,,"Bonjour pas de réponse du sav pour garantie appareil en panne Bonjour, suite a plusieurs mails au sav Lidl concernant un appareil en panne sous garantie, pas de réponses de leurs part et impossible de les contacter.
Donc je vais porter plainte car pas d'autre solutions",0,1,0,1,0
1137,Se sont des voleurs,1,"Se sont des voleurs, j'ai renvoyé mon monsieur cuisine plus  encore garantie et soit disant il ne l'ont jamais reçu!! Un depot de plainte va etre déposé et je vais alerter les medias!! Je n'en resterai pas la!",2021-04-06T09:23:54.000Z,,,"Se sont des voleurs Se sont des voleurs, j'ai renvoyé mon monsieur cuisine plus  encore garantie et soit disant il ne l'ont jamais reçu!! Un depot de plainte va etre déposé et je vais alerter les medias!! Je n'en resterai pas la!",1,0,0,0,0
1138,Bons produits mais prix en…,3,"Bons produits mais prix en augmentation, service client et SAV nuls.

J'ai oublié un pack de lait à la caisse, arrivé chez moi j'ai voulu appeler le magasin, impossible, aucun magasin n'est joignable par téléphone. J'ai laissé tombé, pas envie de me retaper les bouchons.

Un produit acheté un peu plus d'un mois est tombé en panne. Pas de SAV en magasin, il faut passer par internet.  Problème, impossible de télécharger le ticket de caisse quelque soit le format ou la taille.

Aujourd'hui un autre produit est tombé en panne, je vais tenter de réparer moi-même ...

Je pense que je vais arrêter d'acheter des produits techniques chez eux, mieux vaut passer par Amazon.",2021-04-05T19:04:45.000Z,,,"Bons produits mais prix en… Bons produits mais prix en augmentation, service client et SAV nuls.

J'ai oublié un pack de lait à la caisse, arrivé chez moi j'ai voulu appeler le magasin, impossible, aucun magasin n'est joignable par téléphone. J'ai laissé tombé, pas envie de me retaper les bouchons.

Un produit acheté un peu plus d'un mois est tombé en panne. Pas de SAV en magasin, il faut passer par internet.  Problème, impossible de télécharger le ticket de caisse quelque soit le format ou la taille.

Aujourd'hui un autre produit est tombé en panne, je vais tenter de réparer moi-même ...

Je pense que je vais arrêter d'acheter des produits techniques chez eux, mieux vaut passer par Amazon.",1,0,0,0,0
